346,"['-70.1004', '41.2815']"
347,"['5.3', '6.8']"
348,"['-1.6159', '53.7876']"
349,"['-1.774445', '51.560602']"
350,"['-77.45926676', '37.59054879']"
351,"['-97.21893343', '34.72174589']"
352,"['-1.15946732', '50.65433016']"
353,"['7.5103', '6.4527']"
354,"['-1.315', '34.8782']"
355,"['-74.30082', '40.99829']"
356,"['114.19142917', '22.28607268']"
357,"['-36.02622916', '56.27888808']"
358,"['-80.28091469', '25.97734614']"
359,"['-73.56726563', '45.63697547']"
360,"['101.7109', '3.1581']"
361,"['-2.36132', '51.38503']"
362,"['13.542336', '-12.4291095']"
363,"['151.20615', '-33.87172']"
364,"['138.517', '-35.0167']"
365,"['-6.2591', '53.3476']"
366,"['-73.47935661', '45.6677507']"
367,"['-79.38512824', '43.6408863']"
368,"['-0.1094', '51.5141']"
369,"['7.4833', '9.0667']"
370,"['-77.5820908', '35.262204']"
371,"['121.41127545', '14.28008729']"
372,"['72.83', '21.17']"
373,"['-80.2802', '26.0814']"
374,"['-112.0777', '33.4482']"
375,"['6.69821555', '6.23239923']"
376,"['-73.73022', '45.43897']"
377,"['-73.8516994', '42.6145104']"
378,"['77.27617188', '28.53861577']"
379,"['30.9998', '-29.8502']"
380,"['3.39583', '6.45306']"
381,"['24.67250997', '60.14265708']"
382,"['-79.7164011', '43.7742911']"
383,"['-1.6167', '6.6667']"
384,"['31.1667', '-26.4']"
385,"['-0.1094', '51.5141']"
386,"['-6.36137366', '32.33418445']"
387,"['-0.6966161', '52.3025682']"
388,"['54.3667', '24.4667']"
389,"['77.05416667', '28.6']"
390,"['0.1432236', '52.218153']"
391,"['-73.56726563', '45.63697547']"
392,"['2.3567407', '48.85810108']"
393,"['77.18976', '28.75995']"
394,"['-94.7891017', '29.2957383']"
395,"['-76.8907', '38.81605']"
396,"['7.4833', '9.0667']"
397,"['-8.24389', '53.41291']"
398,"['-99.12826538', '19.47743572']"
399,"['77', '21']"
400,"['77.2089', '28.6139']"
401,"['-80.3515607', '25.7777662']"
402,"['-121.57834142', '37.01910538']"
403,"['-80.22482778', '25.83180278']"
404,"['3.39583', '6.45306']"
405,"['115.4817152', '-8.75941794']"
406,"['-77.44398147', '37.56314508']"
407,"['-77.51326561', '38.29148603']"
408,"['-81.98349267', '28.001631']"
409,"['-75.06532142', '40.18018018']"
410,"['7.4833', '9.0667']"
411,"['-74.0064', '40.7142']"
412,"['18.38893149', '-33.91716276']"
413,"['-74.52561356', '40.49930348']"
414,"['103.84686883', '1.28909225']"
415,"['-73.47935661', '45.6677507']"
416,"['-0.1094', '51.5141']"
417,"['120.5887', '15.145']"
418,"['28.0234394', '-26.0901508']"
419,"['-75.9913565', '36.8933124']"
420,"['-0.1094', '51.5141']"
421,"['-95.26248', '29.863']"
422,"['-0.1792583', '51.5191264']"
423,"['75.8655', '22.7253']"
424,"['-2.40047', '53.52159']"
425,"['-80.13085376', '25.78115433']"
426,"['-99.13547516', '19.43757829']"
427,"['-73.47935661', '45.6677507']"
428,"['7.4833', '9.0667']"
429,"['-95.18046', '30.05091']"
430,"['24.55718994', '46.54563867']"
431,"['12.56756', '55.67567']"
432,"['-4.309626', '55.852472']"
433,"['-73.8516994', '42.6145104']"
434,"['103.83196347', '1.3051324']"
435,"['3.3556785', '6.5828447']"
436,"['-73.47935661', '45.6677507']"
437,"['5.3387', '60.3765']"
438,"['-0.2', '5.55']"
439,"['120.9897433', '14.6123328']"
440,"['-73.95', '40.65']"
441,"['-118.2445', '34.0564']"
442,"['-84.3889', '33.7566']"
443,"['-71.0565', '42.3577']"
444,"['-122.79679', '49.02392']"
445,"['-80.4833', '43.45']"
446,"['-80.1335', '25.8138']"
447,"['-87.632496', '41.883222']"
448,"['-7.08056729', '53.44698348']"
449,"['-1.38333', '50.9833']"
450,"['104.00166667', '1.38333333']"
451,"['-79.9975', '40.4411']"
452,"['-73.8531', '40.7493']"
453,"['-79.977498', '40.4638992']"
454,"['-73.972216', '40.77274259']"
455,"['122.47337982', '10.69119532']"
456,"['3.88333', '51']"
457,"['-73.28185', '41.42005']"
458,"['-82.1797', '41.4679']"
459,"['77.24889832', '28.54119842']"
460,"['151.18504818', '-33.89985695']"
461,"['-74.5', '40']"
462,"['-73.56725453', '45.75975883']"
463,"['21.008333', '52.232222']"
464,"['-73.78407219', '40.71231714']"
465,"['-76.79378372', '17.96397194']"
466,"['-97.1397', '49.8873']"
467,"['-95.56404977', '29.56304729']"
468,"['-79.34590195', '43.70289602']"
469,"['55.22157171', '25.17683057']"
470,"['3.39583', '6.45306']"
471,"['-84.3889', '33.7566']"
472,"['-84.31398', '34.01834']"
473,"['-0.77617', '51.57307']"
474,"['-0.2200003', '5.6129644']"
475,"['-80.3515607', '25.7777662']"
476,"['-76.03962428', '42.10933757']"
477,"['-80.1949274', '25.857429']"
478,"['77.3208', '28.3922']"
479,"['-80.8034', '34.9896']"
480,"['-2.36132', '51.38503']"
481,"['7.4833', '9.0667']"
482,"['-73.96555556', '40.76916667']"
483,"['-1.34571871', '54.23131331']"
484,"['-99.12826538', '19.47743572']"
485,"['-1.139463', '51.569844']"
486,"['-73.56725453', '45.75975883']"
487,"['-0.12450144', '51.50013926']"
488,"['-73.94111111', '40.68333333']"
489,"['-1.51231527', '54.18166382']"
490,"['19.83384416', '45.30524952']"
491,"['-4.2267587', '57.477325']"
492,"['-105.479324', '44.3016878']"
493,"['-123.07571411', '49.23587045']"
494,"['-123.07571411', '49.23587045']"
495,"['-87.260607', '33.186328']"
496,"['-43.18069722', '-22.96703333']"
497,"['-93.53481', '43.41928']"
498,"['-0.26862', '5.60305']"
499,"['77.2045876', '28.56010567']"
500,"['-0.77620677', '53.39364194']"
501,"['-72.66085621', '41.55127542']"
502,"['3.46949356', '6.44520397']"
503,"['-60.667', '11.25']"
504,"['13.4525', '52.4761']"
505,"['35.23424579', '31.75177588']"
506,"['-73.56725453', '45.75975883']"
507,"['34.45', '31.5167']"
508,"['100.4796', '6.9983']"
509,"['-77.22257774', '38.91711549']"
510,"['103.66079', '1.30303']"
511,"['-111.58', '40.1332']"
512,"['-74.0064', '40.7142']"
513,"['-3.16295', '55.9692917']"
514,"['-0.1094', '51.5141']"
515,"['-81.32806152', '48.47593351']"
516,"['-4.309626', '55.852472']"
517,"['-77.056', '38.9284']"
518,"['-73.56725453', '45.75975883']"
519,"['-8.46977234', '51.92003951']"
520,"['-73.47935661', '45.6677507']"
521,"['-80.1418', '26.1358']"
522,"['-80.84333333', '35.22694444']"
523,"['-95.14124102', '29.54485019']"
524,"['-74.20369289', '40.72239028']"
525,"['-1.88', '50.72']"
526,"['-0.0211', '51.5836']"
527,"['-86.7939987', '35.9118385']"
528,"['73.98018', '15.27471']"
529,"['-79.3278', '43.6913']"
530,"['-0.198', '51.582']"
531,"['-80.8480202', '35.22734042']"
532,"['86.21638889', '22.8275']"
533,"['32.5811', '0.3136']"
534,"['-84.3889', '33.7566']"
535,"['-98.44814947', '29.58118032']"
536,"['-77.47', '37.55']"
537,"['-73.7333', '45.6']"
538,"['103.98982511', '1.35506915']"
539,"['-99.13547516', '19.43757829']"
540,"['-3.99', '51.62']"
541,"['3.46949356', '6.44520397']"
542,"['-76.9815877', '38.9052763']"
543,"['-123.07571411', '49.23587045']"
544,"['67.00277778', '24.8575']"
545,"['-81.8571', '26.6318']"
546,"['3.606779', '6.508084']"
547,"['-1.139479', '51.569857']"
548,"['-95.5652928', '29.5700201']"
549,"['-79.7941', '43.3325']"
550,"['-90.2467661', '38.6362117']"
551,"['73.77267838', '18.50779321']"
552,"['-97.14432927', '49.94444901']"
553,"['-122.56211626', '45.48207946']"
554,"['18.3513093', '-34.1455883']"
555,"['-70.1004', '41.2815']"
556,"['-0.1094', '51.5141']"
557,"['-74.07805556', '40.90666667']"
558,"['-77.0367', '38.8951']"
559,"['73.2', '22.3']"
560,"['-83.465372', '33.9216026']"
561,"['-79.38512824', '43.6408863']"
562,"['-63.5735', '44.6462']"
563,"['-122.3244', '47.3999']"
564,"['-87.632496', '41.883222']"
565,"['3.39583', '6.45306']"
566,"['-76.479', '39.4014']"
567,"['-80.13383099', '25.79501226']"
568,"['14.48412445', '40.7481249']"
569,"['-82.78294854', '28.01303557']"
570,"['-0.1094', '51.5141']"
571,"['-77.4795', '37.57537']"
572,"['-73.96555556', '40.76916667']"
573,"['74.68879755', '34.2553473']"
574,"['-79.39874167', '43.64778833']"
575,"['-73.94111111', '40.68333333']"
576,"['-83.01747', '40.09847']"
577,"['72.83', '21.17']"
578,"['-0.13608912', '51.50413561']"
579,"['-73.98644', '40.75839']"
580,"['-73.95', '40.65']"
581,"['-93.5069', '44.7812']"
582,"['77.225759', '28.589821']"
583,"['-74.0007613', '40.7207559']"
584,"['-73.94170892', '40.67106927']"
585,"['-73.1991', '40.7842']"
586,"['-74.0007613', '40.7207559']"
587,"['-121.4947', '38.577']"
588,"['84.9151306', '26.6516991']"
589,"['-75.96628547', '43.04631084']"
590,"['-117.566', '33.8753']"
591,"['-0.61926196', '51.98958581']"
592,"['-122.419', '37.7793']"
593,"['-74.0007613', '40.7207559']"
594,"['-73.956787', '40.672497']"
595,"['-73.7622', '41.0307']"
596,"['7.4833', '9.0667']"
597,"['-118.3333', '33.9455']"
598,"['114.158', '22.2826']"
599,"['0.75', '51.25']"
600,"['-70.6973', '-33.5977']"
601,"['-87.9188', '43.0373']"
602,"['-94.5809', '39.1022']"
603,"['-74.0064', '40.7142']"
604,"['-84.29597233', '33.93532941']"
605,"['151.20797', '-33.86751']"
606,"['-73.07957', '41.8305999']"
607,"['-74.0647', '40.7114']"
608,"['-74.0064', '40.7142']"
609,"['-73.56725453', '45.75975883']"
610,"['-73.56725453', '45.75975883']"
611,"['-81.65', '30.33']"
612,"['0.24885803', '52.02184606']"
613,"['-49.2705', '-25.4339']"
614,"['-81.983301', '28.0015992']"
615,"['-87.632496', '41.883222']"
616,"['8.8085', '53.0763']"
617,"['-73.56725453', '45.75975883']"
618,"['-121.98388', '37.22215']"
619,"['-122.675', '45.5236111']"
620,"['-72.6666707', '41.5436764']"
621,"['-99.13547516', '19.43757829']"
622,"['-1.63191925', '53.84618623']"
623,"['-0.316667', '51.5']"
624,"['-97.73549055', '30.26585335']"
625,"['18.462', '-33.7972']"
626,"['-72.5981195', '44.15253213']"
627,"['-87.61653543', '41.8618412']"
628,"['30.58269', '-22.472734']"
629,"['4.4255', '50.922']"
630,"['-74.0226', '40.7776']"
631,"['-122.33374221', '47.7321167']"
632,"['-118.472778', '34.051667']"
633,"['116.29766273', '39.93033344']"
634,"['-112.13867292', '35.65369371']"
635,"['-87.632496', '41.883222']"
636,"['12.50347746', '41.89702475']"
637,"['-115.149', '36.1675']"
638,"['-87.79099393', '41.51165223']"
639,"['-82.5116794', '27.9639971']"
640,"['-74.0064', '40.7142']"
641,"['-65.85580587', '45.49643586']"
642,"['-0.1094', '51.5141']"
643,"['-105.259', '40.0194']"
644,"['72.821532', '18.950307']"
645,"['-122.04412', '37.544284']"
646,"['74.797', '34.0839']"
647,"['55.29418945', '25.24221166']"
648,"['8.34241', '4.974531']"
649,"['2.78805556', '41.97611111']"
650,"['77.46649333', '34.58881333']"
651,"['-90.070864', '29.948479']"
652,"['-122.048684', '37.538559']"
653,"['-74.13160996', '44.32713601']"
654,"['-79.3872', '43.648']"
655,"['-113.29536', '53.542912']"
656,"['-80.82638', '35.14764']"
657,"['-85.77227767', '38.20390703']"
658,"['-80.1624', '25.933']"
659,"['-8.05705182', '37.04417082']"
660,"['-73.56726563', '45.63697547']"
661,"['-70.92026395', '42.50446004']"
662,"['-79.7941', '43.3325']"
663,"['-122.33371482', '47.73212708']"
664,"['-73.98865', '40.75658']"
665,"['-122.675', '45.5236111']"
666,"['36.81993', '-1.28247']"
667,"['-75.65', '45.4083']"
668,"['-92.25166667', '44.13027778']"
669,"['-81.6677928', '41.50267981']"
670,"['-0.1094', '51.5141']"
671,"['-2.547603', '51.189632']"
672,"['77.40842807', '28.51151896']"
673,"['-95.36631', '29.89718']"
674,"['-87.4804', '41.5957']"
675,"['-73.56558', '41.03231']"
676,"['114.1384378', '22.28292']"
677,"['-0.2', '5.55']"
678,"['-89.85916752', '35.05082278']"
679,"['-80.21639', '25.78845']"
680,"['74.3436', '31.5497']"
681,"['-79.3872', '43.648']"
682,"['-75.1651', '39.9527']"
683,"['-0.1094', '51.5141']"
684,"['-73.9375', '40.84166667']"
685,"['-73.9675', '40.7779']"
686,"['-74.45493021', '40.64261066']"
687,"['-90.07583007', '29.95568169']"
688,"['4.70898148', '50.87555246']"
689,"['21.008333', '52.232222']"
690,"['-77.24752', '38.66104']"
691,"['-82.9996', '39.9624']"
692,"['-74.07', '40.96']"
693,"['0.11909008', '52.20534493']"
694,"['0.69072733', '51.54439656']"
695,"['-88.12924', '43.06167']"
696,"['73.7589799', '18.55253']"
697,"['-117.8149321', '33.68632087']"
698,"['-0.1094', '51.5141']"
699,"['-84.58513', '39.19387']"
700,"['-75.3757', '40.6262']"
701,"['-70.1004', '41.2815']"
702,"['85.84', '20.27']"
703,"['-95.992775', '36.1539816']"
704,"['-1.48225307', '50.91819778']"
705,"['3.39583', '6.45306']"
706,"['-111.831562', '33.414035']"
707,"['-72.15153', '41.75173']"
708,"['-81.657', '30.3285']"
709,"['-87.632496', '41.883222']"
710,"['-79.50354109', '43.77141027']"
711,"['-81.3775', '28.5421']"
712,"['-73.978595', '40.72606']"
713,"['11.25', '43.7833']"
714,"['-114.05481', '51.05991']"
715,"['-84.5406', '33.9534']"
716,"['-95.560251', '29.779178']"
717,"['-73.93409927', '40.76328995']"
718,"['-117.3799', '33.1917']"
719,"['9.1897', '45.4643']"
720,"['-74.0007613', '40.7207559']"
721,"['-77.44', '37.55']"
722,"['13.7723', '45.6499']"
723,"['-0.41068', '54.27784']"
724,"['14.72516', '42.04445']"
725,"['72.52166833', '23.03461167']"
726,"['-119.714', '34.4258']"
727,"['-0.2', '5.55']"
728,"['-97.7475', '30.2677']"
729,"['-73.98931228', '40.74172907']"
730,"['-78.1667', '44.1833']"
731,"['116.06692102', '5.97121201']"
732,"['-97.7475', '30.2677']"
733,"['-0.1094', '51.5141']"
734,"['-80.19462897', '25.80119935']"
735,"['-124.80757', '49.23444']"
736,"['3.39583', '6.45306']"
737,"['-89.0928905', '42.27402443']"
738,"['11.0833', '49.45']"
739,"['-87.6979', '41.92357']"
740,"['3.39583', '6.45306']"
741,"['-96.8847', '33.0908']"
742,"['31.0347169', '-29.8469125']"
743,"['85.84', '20.27']"
744,"['-111.81585038', '40.75004606']"
745,"['-84.6370385', '42.50823785']"
746,"['-95.5915499', '29.7704601']"
747,"['-90.070864', '29.948479']"
748,"['-2.18091488', '53.00778835']"
749,"['-73.61488789', '40.70200274']"
750,"['-4.24308068', '57.48716661']"
751,"['-97.3332', '32.7574']"
752,"['-74.0064', '40.7142']"
753,"['-80.22208038', '25.75108341']"
754,"['-118.2445', '34.0564']"
755,"['-83.6271', '32.8376']"
756,"['-74.0454483', '40.60639401']"
757,"['-80.13076', '26.1955']"
758,"['-0.82345963', '53.9593831']"
759,"['-77.11722899', '38.90633381']"
760,"['-74.0007613', '40.7207559']"
761,"['-3.2087', '55.9546']"
