,coordinates,label
640,"-74.0064,40.7142","0.4
"
641,"-65.85580587,45.49643586","0.35833333333333334
"
642,"-0.1094,51.5141","0
"
643,"-105.259,40.0194","-0.25
"
644,"72.821532,18.950307","0.25
"
645,"-122.04412,37.544284","0.25
"
646,"74.797,34.0839","0.16666666666666669
"
647,"55.29418945,25.24221166","0
"
648,"8.34241,4.974531","0
"
649,"2.78805556,41.97611111","0.14500000000000002
"
650,"77.46649333,34.58881333","0
"
651,"-90.070864,29.948479","0.13636363636363635
"
652,"-122.048684,37.538559","0
"
653,"-74.13160996,44.32713601","0
"
654,"-79.3872,43.648","0.26999999999999996
"
655,"-113.29536,53.542912","0.3
"
656,"-80.82638,35.14764","0.15340909090909088
"
657,"-85.77227767,38.20390703","0.1875
"
658,"-80.1624,25.933","0
"
659,"-8.05705182,37.04417082","-0.10000000000000002
"
660,"-73.56726563,45.63697547","0.1
"
661,"-70.92026395,42.50446004","0.1431818181818182
"
662,"-79.7941,43.3325","0.056249999999999994
"
663,"-122.33371482,47.73212708","-0.2
"
664,"-73.98865,40.75658","0.13636363636363635
"
665,"-122.675,45.5236111","-0.05
"
666,"36.81993,-1.28247","0
"
667,"-75.65,45.4083","0
"
668,"-92.25166667,44.13027778","0.09823232323232324
"
669,"-81.6677928,41.50267981","0
"
670,"-0.1094,51.5141","0.2871212121212121
"
671,"-2.547603,51.189632","0.13333333333333333
"
672,"77.40842807,28.51151896","0
"
673,"-95.36631,29.89718","0
"
674,"-87.4804,41.5957","0
"
675,"-73.56558,41.03231","0.3666666666666667
"
676,"114.1384378,22.28292","0.21428571428571427
"
677,"-0.2,5.55","0.16666666666666666
"
678,"-89.85916752,35.05082278","0.5
"
679,"-80.21639,25.78845","0
"
680,"74.3436,31.5497","-0.125
"
681,"-79.3872,43.648","0.08333333333333333
"
682,"-75.1651,39.9527","0
"
683,"-0.1094,51.5141","0.2130681818181818
"
684,"-73.9375,40.84166667","0.25
"
685,"-73.9675,40.7779","0.13636363636363635
"
686,"-74.45493021,40.64261066","-0.3833333333333333
"
687,"-90.07583007,29.95568169","0
"
688,"4.70898148,50.87555246","0
"
689,"21.008333,52.232222","0
"
690,"-77.24752,38.66104","0
"
691,"-82.9996,39.9624","0.625
"
692,"-74.07,40.96","0
"
693,"0.11909008,52.20534493","0.17023809523809522
"
694,"0.69072733,51.54439656","0.22727272727272727
"
695,"-88.12924,43.06167","0.5416666666666666
"
696,"73.7589799,18.55253","0.2972222222222223
"
697,"-117.8149321,33.68632087","0.3013636363636364
"
698,"-0.1094,51.5141","0.25
"
699,"-84.58513,39.19387","0.13472222222222222
"
700,"-75.3757,40.6262","0.44999999999999996
"
701,"-70.1004,41.2815","0.5
"
702,"85.84,20.27","0
"
703,"-95.992775,36.1539816","-0.25
"
704,"-1.48225307,50.91819778","0
"
705,"3.39583,6.45306","0
"
706,"-111.831562,33.414035","0.09823232323232324
"
707,"-72.15153,41.75173","0.8
"
708,"-81.657,30.3285","0.37222222222222223
"
709,"-87.632496,41.883222","0.2
"
710,"-79.50354109,43.77141027","0.1
"
711,"-81.3775,28.5421","-0.35555555555555557
"
712,"-73.978595,40.72606","0
"
713,"11.25,43.7833","-0.2
"
714,"-114.05481,51.05991","0.25
"
715,"-84.5406,33.9534","0
"
716,"-95.560251,29.779178","-0.25
"
717,"-73.93409927,40.76328995","0
"
718,"-117.3799,33.1917","-0.25
"
719,"9.1897,45.4643","0.35000000000000003
"
720,"-74.0007613,40.7207559","0
"
721,"-77.44,37.55","0.25
"
722,"13.7723,45.6499","0.24305555555555555
"
723,"-0.41068,54.27784","0
"
724,"14.72516,42.04445","0
"
725,"72.52166833,23.03461167","-0.3125
"
726,"-119.714,34.4258","0.016666666666666666
"
727,"-0.2,5.55","0.25
"
728,"-97.7475,30.2677","0.021645021645021644
"
729,"-73.98931228,40.74172907","0.125
"
730,"-78.1667,44.1833","0.4333333333333333
"
731,"116.06692102,5.97121201","0
"
732,"-97.7475,30.2677","0.041666666666666664
"
733,"-0.1094,51.5141","-0.0625
"
734,"-80.19462897,25.80119935","-0.08181818181818182
"
735,"-124.80757,49.23444","0.1865079365079365
"
736,"3.39583,6.45306","0.25
"
737,"-89.0928905,42.27402443","0.08333333333333333
"
738,"11.0833,49.45","0
"
739,"-87.6979,41.92357","-0.018939393939393936
"
740,"3.39583,6.45306","0.055555555555555566
"
741,"-96.8847,33.0908","0.4
"
742,"31.0347169,-29.8469125","0.55
"
743,"85.84,20.27","-0.4
"
744,"-111.81585038,40.75004606","-0.202587890625
"
745,"-84.6370385,42.50823785","0.3375
"
746,"-95.5915499,29.7704601","0.13333333333333333
"
747,"-90.070864,29.948479","0.13636363636363635
"
748,"-2.18091488,53.00778835","0
"
749,"-73.61488789,40.70200274","0.2
"
750,"-4.24308068,57.48716661","0.25
"
751,"-97.3332,32.7574","0.0037878787878787845
"
752,"-74.0064,40.7142","0.014545454545454539
"
753,"-80.22208038,25.75108341","0.48809523809523814
"
754,"-118.2445,34.0564","0
"
755,"-83.6271,32.8376","0
"
756,"-74.0454483,40.60639401","0
"
757,"-80.13076,26.1955","-0.36458333333333337
"
758,"-0.82345963,53.9593831","0
"
759,"-77.11722899,38.90633381","0.033333333333333326
"
760,"-74.0007613,40.7207559","0.5
"
761,"-3.2087,55.9546","0
"
762,"3.39583,6.45306","0.055555555555555566
"
763,"-80.388951,25.568553","0.25
"
764,"-84.3889,33.7566","0.2
"
765,"-81.657,30.3285","0.11481481481481481
"
766,"-0.54092646,52.39173352","0
"
767,"-74.0007613,40.7207559","0.4
"
768,"-71.0565,42.3577","0
"
769,"-118.3136344,34.09073173","0.21666666666666665
"
770,"-79.3872,43.648","0.16818181818181818
"
771,"3.39583,6.45306","0.055555555555555566
"
772,"60.6779,56.84013","-0.024545454545454537
"
773,"-74.00168028,40.78917207","0.28409090909090906
"
774,"-1.15946732,50.65433016","0.8
"
775,"2.41667,39.5833","0.625
"
776,"-112.0777,33.4482","-0.05
"
777,"-75.17996394,39.96502462","-0.25
"
778,"-82.43401,27.71814","0.2309090909090909
"
779,"-73.98609044,40.75282556","0.0909090909090909
"
780,"27.8635755,-32.9911514","0.43333333333333335
"
781,"-84.3889,33.7566","-0.20833333333333334
"
782,"11.25,43.7833","-0.10476190476190474
"
783,"-79.40888,43.64293","0.3625
"
784,"-118.33333333,34.1","-0.08787878787878789
"
785,"-0.13608912,51.50413561","-0.030555555555555565
"
786,"-77.0367,38.8951","0
"
787,"-87.654102,41.94352","0.33999999999999997
"
788,"6.15,46.2","0
"
789,"-76.6121893,39.2903848","-0.1
"
790,"-117.1585,32.7155","0
"
791,"3.9056029,7.4190347","0.5
"
792,"-3.2087,55.9546","0.41111111111111115
"
793,"14.42665,40.66255","0
"
794,"-81.32806152,48.47593351","0.05
"
795,"-123.3645,48.4287","0.55
"
796,"-73.78297163,40.7127028","-0.3499999999999999
"
797,"-84.3889,33.7566","-0.05
"
798,"-80.84333333,35.22694444","-0.25
"
799,"-0.2,5.55","-0.0625
"
800,"-74.0007613,40.7207559","0.13636363636363635
"
801,"-85.585,42.8411","0.07500000000000001
"
802,"10.3667,44.6667","0
"
803,"-3.5336,50.7218","0.10545454545454544
"
804,"-72.7,41.6","-0.128125
"
805,"-73.47935661,45.6677507","0.22142857142857142
"
806,"-0.00214815,-0.00913504","0
"
807,"-75.1006,39.9767","0.31666666666666665
"
808,"-97.76448,30.27432","0.625
"
809,"-73.95,40.65","0.06818181818181818
"
810,"-84.36727953,9.98572332","0
"
811,"-118.2445,34.0564","0.175
"
812,"-77.0367,38.8951","0
"
813,"-73.94837222,40.80903333","0.2
"
814,"-118.24277043,34.05372611","0
"
815,"84.7978,19.3087","0.25
"
816,"-8.42986312,40.20712377","0
"
817,"-73.89097686,40.85337815","0
"
818,"-96.7977,32.7774","0
"
819,"75.8655,22.7253","0.15555555555555556
"
820,"-75.15037349,39.94180059","0.5
"
821,"-81.697535,41.462021","-0.22747395833333334
"
822,"-73.85972,40.87659","0.016666666666666646
"
823,"-88.04769292,30.68484504","1
"
824,"73.20109207,22.2997739","0.5
"
825,"-96.7302371,43.5473579","0.4375
"
826,"3.625,49.5643","0.35000000000000003
"
827,"-115.64488149,36.25775449","-0.10286458333333337
"
828,"-80.249503,26.124354","0.25312500000000004
"
829,"-96.7977,32.7774","0.10625000000000001
"
830,"-81.32806152,48.47593351","0
"
831,"-78.87605195,42.93525957","0.075
"
832,"-73.47935661,45.6677507","0.525
"
833,"-74.0007613,40.7207559","0
"
834,"-97.06770325,33.03340149","0
"
835,"-118.2445,34.0564","-0.2
"
836,"73.20109207,22.2997739","0.25
"
837,"-74.9824,39.8537","0.13636363636363635
"
838,"-0.12781479,50.83375937","0.06944444444444443
"
839,"-70.95411877,42.17542584","0
"
840,"-82.5122,40.0675","0
"
841,"74.6391,26.4505","0.5
"
842,"-83.2166,42.3146","0.26666666666666666
"
843,"-73.9427655,40.7772534","-0.041666666666666664
"
844,"-123.92222222,45.99277778","0
"
845,"-74.0007613,40.7207559","0
"
846,"-86.4482,42.1111","0
"
847,"-86.4482,42.1111","0.5
"
848,"74.3436,31.5497","-0.15555555555555559
"
849,"-119.09898851,35.30797892","0
"
850,"3.39583,6.45306","0.7
"
851,"-1.4667,53.3833","0.15
"
852,"-0.77618376,53.39366156","0
"
853,"-75.1062,39.9372","0.35000000000000003
"
854,"-1.139479,51.569865","-0.08
"
855,"-74.0064,40.7142","0.13375
"
856,"77.01886,28.47033","0.06590909090909092
"
857,"-71.04393369,42.39268435","0.41666666666666663
"
858,"-82.64147936,27.79077473","0
"
859,"-77.03229658,38.91425336","0.25
"
860,"-73.56726563,45.63697547","0.1
"
861,"-74.0007613,40.7207559","-0.05
"
862,"-122.45758443,37.66061401","0
"
863,"-74.0007613,40.7207559","0
"
864,"-79.0556,35.913","0
"
865,"-76.87094,39.21218","0.175
"
866,"-80.15898056,25.79086944","0.8
"
867,"5.88914,51.65836","0
"
868,"36.78545923,-1.322153","0.275
"
869,"3.39583,6.45306","0.24444444444444446
"
870,"-71.8,42.3","0.5
"
871,"-4.27057,55.8365","-0.15555555555555559
"
872,"-90.0524,35.1426","0.095
"
873,"-66.63911,45.96063","0.41818181818181815
"
874,"-73.95,40.65","0.04583333333333333
"
875,"-73.56725453,45.75975883","0.03333333333333334
"
876,"-80.522317,43.46522","0.3
"
877,"-1.139477,51.569853","0.05000000000000001
"
878,"-73.956787,40.672497","0
"
879,"-90.070864,29.948479","-0.18181818181818182
"
880,"100.33783085,5.41684469","0
"
881,"-73.95071,40.80322","1
"
882,"-111.60197796,35.20444991","1
"
883,"-80.5617,28.0677","0.3
"
884,"-122.31599,47.60642","0
"
885,"-96.79470062,32.83620071","0.175
"
886,"-73.8603,40.7472","0.13636363636363635
"
887,"-0.792,51.432","0.275
"
888,"34.45,31.5167","0.4
"
889,"-77.61472222,43.05944444","0.13636363636363635
"
890,"-73.97543192,40.6919302","0.34659090909090906
"
891,"-63.4833,44.6167","0.35416666666666663
"
892,"-79.3872,43.648","0.044444444444444446
"
893,"-84.37854,39.25183","0
"
894,"-77.04722222,38.80472222","-0.23809523809523814
"
895,"-99.20189121,19.44342439","0.21428571428571427
"
896,"48.02653582,29.32633887","0
"
897,"80.9381,26.8388","0
"
898,"-74.0323,40.7429","0.2215909090909091
"
899,"39.61121163,24.46695253","0
"
900,"-1.15946732,50.65433016","-0.25
"
901,"-77.5817439,35.2640291","0
"
902,"4.35,50.85","0.9
"
903,"-73.9753699,40.7891854","0.5
"
904,"-95.36514,29.73588","0
"
905,"-3.70392222,40.42513056","1
"
906,"-0.52664839,51.88994716","0
"
907,"-121.96222222,37.54861111","0
"
908,"-117.925928,33.694334","0.4
"
909,"-79.12143,43.22228","0.43333333333333335
"
910,"-83.37694444,42.48527778","0.6166666666666667
"
911,"5.88914,51.65836","0
"
912,"-77.036488,38.897691","0.25
"
913,"-87.632496,41.883222","-0.15555555555555559
"
914,"73.8567,18.5203","0
"
915,"3.39583,6.45306","0.11111111111111112
"
916,"-73.79252025,41.18769382","0.6
"
917,"-73.9259,40.7722","0.8
"
918,"110.22325174,-7.45374083","0
"
919,"-74.457728,40.882863","0.24291666666666661
"
920,"-0.77619268,53.39361882","-0.16666666666666666
"
921,"-5.84,54.59093333","0
"
922,"-71.8,42.3","-0.1953125
"
923,"-79.3872,43.648","0
"
924,"-118.4843196,33.9990205","0
"
925,"13.041122,47.799644","-0.8
"
926,"-83.34379293,42.52043433","0
"
927,"-1.139475,51.569851","0.028571428571428564
"
928,"-97.73549055,30.26585335","0
"
929,"-74.0064,40.7142","0.13636363636363635
"
930,"-118.2445,34.0564","0
"
931,"-75.1397607,39.9479868","0.4444444444444444
"
932,"-82.40637,34.85026","-0.06547619047619048
"
933,"-1.139475,51.569851","-0.012500000000000011
"
934,"-73.98353,40.6783","0.1
"
935,"-114.141,35.2528","0
"
936,"-73.96555556,40.76916667","0.11071428571428572
"
937,"-4.33680764,55.87312538","0
"
938,"-73.56725453,45.75975883","0
"
939,"-73.9427655,40.7772534","0.3872727272727273
"
940,"-73.56726563,45.63697547","-0.04761904761904761
"
941,"35.4993,33.8892","0
"
942,"-82.08144,33.50887","0.17777777777777778
"
943,"-74.0064,40.7142","0.09659090909090909
"
944,"5.08221,52.02729","0.2333333333333333
"
945,"106.8335573,-6.21409133","0.16666666666666666
"
946,"-3.65063667,51.10706536","0.25277777777777777
"
947,"-75.0667,39.95776","0.15340909090909088
"
948,"-75.60048685,38.36624839","0.2
"
949,"-73.92094955,40.78024897","0
"
950,"-105.10785032,39.6680603","-0.27901785714285715
"
951,"-76.8,17.9833","0
"
952,"-79.65,43.6","0.125
"
953,"7.43333,6.41667","0
"
954,"-75.06532142,40.18018018","-0.09999999999999999
"
955,"-78.8494,42.9047","0
"
956,"-1.139475,51.569851","0.1
"
957,"-121.9012728,37.406992","0.625
"
958,"-98.9824,31.7079","0
"
959,"126.977,37.5689","-0.05
"
960,"-118.384,34.0847","-0.2
"
961,"0.10186,51.37879","0.25
"
962,"-84.7756403,37.6463832","0.11060606060606061
"
963,"-1.13947,51.569853","-0.11666666666666665
"
964,"-0.1094,51.5141","0
"
965,"-2.40047,53.52159","-0.1
"
966,"-74.0064,40.7142","0.175
"
967,"101.7109,3.1581","0.3333333333333333
"
968,"-118.2445,34.0564","0
"
969,"-77.3423,38.6483","-0.1875
"
970,"-118.36366846,33.97364878","0
"
971,"-4.2171876,53.28991014","-0.3662109375
"
972,"-84.1425,33.8909","0
"
973,"75.81797721,23.17926279","0
"
974,"-82.59855,35.65057","0.1
"
975,"25.63174,-25.85675","1
"
976,"73.22338907,19.18312736","0.25
"
977,"-90.06914735,29.97901669","0.4121212121212121
"
978,"-83.53186809,33.8422184","0
"
979,"-0.13608912,51.50413561","0.06666666666666664
"
980,"-118.378,34.1722","0.4625000000000001
"
981,"-87.40583333,39.66","0.1
"
982,"175.31666667,-41.11666667","0.2556818181818182
"
983,"-87.632496,41.883222","0
"
984,"-71.07,42.36318056","0
"
985,"-77.46190421,37.42667405","0.14583333333333334
"
986,"-122.390304,37.615792","0
"
987,"-118.2445,34.0564","0
"
988,"-73.4949,41.1468","0.084375
"
989,"-95.3694,29.7602","-0.075
"
990,"-1.43801602,52.4215926","0.375
"
991,"114.01064987,22.30555088","0.734375
"
992,"-4.33680764,55.87312538","0
"
993,"-73.72267204,42.71201518","0.19318181818181818
"
994,"-0.1094,51.5141","0.019999999999999997
"
995,"-98.5,29.4167","0
"
996,"-80.1936,25.7751","-0.11931818181818182
"
997,"-122.22044616,47.85169553","0.125
"
998,"-73.56726563,45.63697547","0
"
999,"-74.0007613,40.7207559","0
"
1000,"-73.97152521,40.75550695","0
"
1001,"-77.04722222,38.80472222","0.05833333333333333
"
1002,"-82.7531304,28.0615819","0.21428571428571427
"
1003,"36.7059,-1.3281","0.125
"
1004,"-157.93041466,21.37240745","0
"
1005,"-73.68255615,40.76390128","-0.05
"
1006,"116.43310547,40.15158756","0.3
"
1007,"76.2619,9.9328","0
"
1008,"7.443534,10.516765","0.18214285714285716
"
1009,"3.31043024,6.50734026","0
"
1010,"-74.6531,40.48254","0.21103896103896103
"
1011,"-81.34,32.37","0.15
"
1012,"-97.20515236,32.83979413","0.39166666666666666
"
1013,"-84.5184,33.8719","0.44642857142857145
"
1014,"-73.94004722,40.79795556","0
"
1015,"0.41573,52.75731","0.05583333333333334
"
1016,"-73.84350331,40.74593584","0.15
"
1017,"-86.808583,33.507123","-0.125
"
1018,"78.1131,9.9251","0.25
"
1019,"-86.877488,12.435188","0.06944444444444443
"
1020,"-80.1418,26.1358","-0.2125
"
1021,"2.3665256,48.84146416","0.13282828282828282
"
1022,"-73.8309,40.7","0.11818181818181818
"
1023,"-74.0064,40.7142","0.125
"
1024,"-74.0007613,40.7207559","0
"
1025,"-75.1062,39.9372","0
"
1026,"-79.7283,43.6286","0.3
"
1027,"-85.9182,41.6347","0.125
"
1028,"123.88331297,10.3150711","-0.009884559884559888
"
1029,"-73.56725453,45.75975883","0.3181818181818182
"
1030,"-82.98163,39.9617999","0.25
"
1031,"151.21416016,-33.81345207","0
"
1032,"-84.03,33.96","0.5
"
1033,"-80.3569664,43.401216","-0.058712121212121215
"
1034,"-2.9794,53.4078","0.020833333333333332
"
1035,"-4.33680764,55.87312538","0
"
1036,"-117.5870049,33.6514104","0.2
"
1037,"-79.7164011,43.7742911","0.18181818181818182
"
1038,"-104.9042,39.5805","0.5625
"
1039,"-0.216667,51.4333","-0.2569444444444444
"
1040,"-118.225,33.89666667","0
"
1041,"-80.44537,25.08986","-0.1
"
1042,"55.25215517,25.13971302","0.4
"
1043,"-122.67522,45.55133","-0.3
"
1044,"-115.149,36.1675","0.35
"
1045,"3.39583,6.45306","0.5
"
1046,"-87.3949955,37.9747099","0.24242424242424243
"
1047,"-72.9253,41.3089","0.29139610389610393
"
1048,"-99.1332,19.4326","0.10833333333333334
"
1049,"-2.9794,53.4078","0.2916666666666667
"
1050,"-80.28091469,25.97734614","0.11742424242424243
"
1051,"-73.98298,40.75319","0
"
1052,"-75.35896394,40.12923704","0
"
1053,"-122.33872,47.603017","0
"
1054,"116.43310547,40.15158756","0
"
1055,"3.39583,6.45306","0
"
1056,"-81.4285,28.3571","0
"
1057,"0.24142027,52.02573834","0.24675324675324675
"
1058,"-115.17324484,36.10338949","0.08333333333333333
"
1059,"-77.51326561,38.29148603","0.16717171717171717
"
1060,"-119.66197543,34.44909815","0.08125
"
1061,"-98.22783,26.21441","0
"
1062,"0.81552029,51.6301173","0
"
1063,"-79.5463,43.8282","0.016666666666666666
"
1064,"-1.90332,52.4812","0
"
1065,"-91.525,41.6558","0.125
"
1066,"-73.56726563,45.63697547","0.05
"
1067,"-71.464,42.7579","0.08484848484848484
"
1068,"-73.56725453,45.75975883","0.025
"
1069,"-117.51755864,33.88763969","0.25
"
1070,"-87.4804,41.5957","0
"
1071,"-95.7129,37.0902","-0.06666666666666667
"
1072,"-114.23471197,44.5050876","0
"
1073,"-58.1600723,6.81800595","-0.875
"
1074,"-2.25012202,53.47799634","0
"
1075,"-87.4804,41.5957","-0.2
"
1076,"-6.92611,52.8408","0
"
1077,"-73.95240948,40.79129001","-0.6
"
1078,"0.00027671,-0.00018719","0.2708333333333333
"
1079,"-1.139471,51.569848","-0.026562500000000003
"
1080,"4.9001,52.3777","0
"
1081,"-3.21827903,51.51210103","-0.05208333333333333
"
1082,"-73.56725453,45.75975883","0.09208333333333332
"
1083,"-2.18091488,53.00778835","0.22727272727272727
"
1084,"-118.242349,34.053345","0.25757575757575757
"
1085,"-118.2445,34.0564","0.35714285714285715
"
1086,"-3.436,55.3781","-0.75
"
1087,"7.4833,9.0667","0.3833333333333333
"
1088,"7.4833,9.0667","0
"
1089,"-96.7977,32.7774","0.3333333333333333
"
1090,"3.85698438,7.36300952","0
"
1091,"-87.4804,41.5957","0
"
1092,"-97.92818,29.88609","0.5
"
1093,"3.39583,6.45306","0.0611111111111111
"
1094,"-95.7129,37.0902","-0.4
"
1095,"-1.139476,51.569852","0.030000000000000006
"
1096,"-6.92611,52.8408","0
"
1097,"-86.09306662,39.85223389","-1
"
1098,"-114.1096,51.79617","0.4
"
1099,"-73.56725453,45.75975883","0.04242424242424242
"
1100,"-117.566,33.8753","-0.75
"
1101,"-77.0367,38.8951","-0.1875
"
1102,"0.69072733,51.54439656","0.45
"
1103,"115.859,-31.9522","0.13333333333333333
"
1104,"-87.4804,41.5957","0.25
"
1105,"-81.3792,35.3812","0.4166666666666667
"
1106,"-84.42336,39.25415","0.26666666666666666
"
1107,"-73.47935661,45.6677507","-0.20625000000000002
"
1108,"-117.51755864,33.88763969","0
"
1109,"-66.86166644,10.47232601","0
"
1110,"-74.0064,40.7142","0
"
1111,"-90.070864,29.948479","0.3181818181818182
"
1112,"-0.10373815,51.57532205","0
"
1113,"-73.56725453,45.75975883","-0.25
"
1114,"-76.34365836,37.02590638","1
"
1115,"-77.0367,38.8951","0
"
1116,"-1.139471,51.569848","-0.11785714285714288
"
1117,"-118.40033,34.07347","0.25
"
1118,"-123.3645,48.4287","0.6416666666666667
"
1119,"-112.0851656,33.58261317","0.0625
"
1120,"7.4833,9.0667","0
"
1121,"-73.9675,40.7779","0.2681818181818182
"
1122,"8.53176897,11.96909832","0.125
"
1123,"-76.6167,39.2983","0.0975
"
1124,"-97.7475,30.2677","0.5
"
1125,"-2.73181,53.34161","0.2
"
1126,"-113.5989413,53.5631449","0.30000000000000004
"
1127,"-94.190813,30.3282512","0.25
"
1128,"-3.436,55.3781","-0.4
"
1129,"-114.23471197,44.5050876","0
"
1130,"-79.4855966,45.81660826","-0.04375
"
1131,"-84.3889,33.7566","0.6103515625
"
1132,"-117.5655,33.8752","0.3
"
1133,"-74.2284,40.8798","0.5232142857142857
"
1134,"-95.7129,37.0902","-0.08571428571428572
"
1135,"-118.24874042,34.03742524","0.2852272727272727
"
1136,"-81.77945934,41.49340058","0.4000000000000001
"
1137,"-72.7,41.6","0
"
1138,"-63.3044992,45.367296","0.07222222222222222
"
1139,"-73.98626111,40.75658889","0
"
1140,"-75.15524469,39.96642376","0.1025
"
1141,"-74.1922469,40.80517445","0
"
1142,"120.2418728,14.91243721","1
"
1143,"-73.96555556,40.76916667","0.11071428571428572
"
1144,"-74.0064,40.7142","0.13636363636363635
"
1145,"7.4833,9.0667","0.3833333333333333
"
1146,"-73.97224443,40.75625313","0
"
1147,"136,35","0.10833333333333334
"
1148,"-83.535099,41.653263","0
"
1149,"-79.7164011,43.7742911","0
"
1150,"-117.13716,32.7689","-0.5
"
1151,"-111.883,40.75","-0.0625
"
1152,"-81.3775,28.5421","0.7
"
1153,"-87.4804,41.5957","0
"
1154,"-74.01288613,40.7202128","0.1
"
1155,"-87.4804,41.5957","0.25
"
1156,"-97.73549055,30.26585335","0
"
1157,"-87.62851417,41.86825055","0.5
"
1158,"-86.38027778,43.37722222","0.1361111111111111
"
1159,"5.68333,50.85","0.10000000000000002
"
1160,"-98.23507443,19.05971619","0
"
1161,"-66.85024596,10.29323873","0
"
1162,"-74.00812,40.71665","0.7333333333333334
"
1163,"174.7657,-36.8473","0.13636363636363635
"
1164,"-73.98874654,40.729123","0
"
1165,"-86.1582,39.7692","0.55
"
1166,"-87.88862847,42.98004774","0
"
1167,"-76.98428487,38.89510675","0
"
1168,"-120.663,35.2743","-0.25
"
1169,"-95.51745626,29.74060152","-0.5666666666666668
"
1170,"-122.24761342,38.12628408","0.25
"
1171,"-97.73549055,30.26585335","-0.30000000000000004
"
1172,"-122.603,45.6337","0
"
1173,"-66.91487202,10.50502625","0
"
1174,"-117.8533,33.7877","0
"
1175,"-80.1001,26.3687","-0.2125
"
1176,"-79.332039,43.661927","0.16666666666666666
"
1177,"-87.632496,41.883222","0
"
1178,"-73.8669,40.85","0.30000000000000004
"
1179,"-118.2445,34.0564","0.1875
"
1180,"-73.98622067,40.73100042","0
"
1181,"-117.750158,34.057766","0
"
1182,"-82.4558,27.9473","0.2
"
1183,"112.01777,-7.8252","0
"
1184,"-71.76604143,42.28712108","0
"
1185,"-104.98360001,39.7391","0.05
"
1186,"-118.44076154,34.15760308","0.6
"
1187,"-122.38013922,47.57623223","0
"
1188,"3.39583,6.45306","0.4916666666666667
"
1189,"-73.99990508,40.76451093","0.25
"
1190,"-73.9259,40.7722","0.13636363636363635
"
1191,"-111.07427917,45.67070719","0.375
"
1192,"-70.74084647,42.13092282","0
"
1193,"-80.1936,25.7751","-0.5
"
1194,"32.5282,15.6034","0
"
1195,"-98.41541157,29.46049624","0.15
"
1196,"-82.5122,40.0675","0
"
1197,"-73.7025,40.7016","-0.007575757575757583
"
1198,"-80.49651614,43.45494464","0.65
"
1199,"-73.84350331,40.74593584","0.13636363636363635
"
1200,"-73.7622,41.0307","0.45227272727272727
"
1201,"-104.9172795,39.7055371","0.012121212121212125
"
1202,"-73.8603,40.7472","0.13636363636363635
"
1203,"143.733,-6.33333","0
"
1204,"-78.9072,35.9886","0.17142857142857143
"
1205,"-87.4804,41.5957","0
"
1206,"115.16736031,-8.6773787","0.26666666666666666
"
1207,"-97.96527778,29.57444444","0.6083333333333333
"
1208,"-118.2445,34.0564","-0.03219696969696971
"
1209,"-76.8,17.9833","0
"
1210,"-74.835327,40.173824","0
"
1211,"-84.34797619,39.07445544","0.225
"
1212,"7.4560047,9.0528594","0.7
"
1213,"-95.3694,29.7602","0
"
1214,"-111.883,40.75","0
"
1215,"-73.8603,40.7472","0.13636363636363635
"
1216,"12,43","-0.26666666666666666
"
1217,"0.1195,51.5033","0.375
"
1218,"121.03634781,14.63927286","0.1590909090909091
"
1219,"151.21368,-33.88801","0.125
"
1220,"-84.34797619,39.07445544","0.225
"
1221,"-115.14282,36.09957","0.5
"
1222,"-73.8603,40.7472","0.13636363636363635
"
1223,"-82.4558,27.9473","0
"
1224,"-73.56726563,45.63697547","0
"
1225,"-117.566,33.8753","0.13636363636363635
"
1226,"115.16736031,-8.6773787","0.26666666666666666
"
1227,"-97.06770325,33.03340149","0
"
1228,"-104.9147983,39.7038374","-0.3185714285714286
"
1229,"106.7313615,-6.14251999","0
"
1230,"79.02565,28.7782","0.32499999999999996
"
1231,"-80.1001,26.3687","0.4593750000000001
"
1232,"115.16736031,-8.6773787","0.26666666666666666
"
1233,"-79.0556,35.913","0.04166666666666673
"
1234,"-111.07427917,45.67070719","0
"
1235,"-74.0064,40.7142","0.06818181818181818
"
1236,"-96.62249756,32.92520142","0.22727272727272727
"
1237,"126.98244019,37.54274326","0.14267676767676768
"
1238,"119.9,-8.48333","0.13333333333333333
"
1239,"-77.71501549,39.13645664","0.10803571428571429
"
1240,"-81.63166667,28.13333333","0.1
"
1241,"-0.13608912,51.50413561","-0.15
"
1242,"144.96452,-37.8139","0.3
"
1243,"-97.06770325,33.03340149","0.13636363636363635
"
1244,"151.20797,-33.86751","0.35
"
1245,"-84.61527778,34.02333333","0
"
1246,"-123.3645,48.4287","0
"
1247,"-111.66069858,35.17933794","0.002777777777777768
"
1248,"-73.8603,40.7472","-0.02121212121212122
"
1249,"-81.3792,35.3812","0.8333333333333334
"
1250,"-118.2675,34.09444444","0.20833333333333334
"
1251,"-73.8603,40.7472","0.13636363636363635
"
1252,"-118.2445,34.0564","0.041666666666666664
"
1253,"174.77688,-36.87073","0.625
"
1254,"-123.1366,49.1627","0.09999999999999999
"
1255,"-73.7623479,40.6977308","0
"
1256,"-91.19025217,30.52248314","0.04545454545454545
"
1257,"-73.56725453,45.75975883","0.18181818181818182
"
1258,"-97.18191295,49.8543607","0.1
"
1259,"-73.56725453,45.75975883","0
"
1260,"-120.663,35.2743","0
"
1261,"-73.47935661,45.6677507","0.15
"
1262,"-73.56726563,45.63697547","0
"
