word,frequency
@potus,86.0
remarks,86.0
sleep,86.0
huge,86.0
keeping,86.0
@harari_yuval:,85.0
coughing,85.0
turkish,85.0
agree,85.0
course,85.0
pretty,85.0
past,85.0
retweet,85.0
request,85.0
survive,85.0
100,85.0
"dictatorship",85.0
paper,85.0
recovery,85.0
themselves,84.0
data,84.0
chance,84.0
referred,84.0
script,83.0
anymore,83.0
texas,83.0
half,83.0
kushner,83.0
impeachment,83.0
period,83.0
experience,83.0
besides,83.0
styles,83.0
story,83.0
behavior,83.0
amazon,82.0
@baldboyblues:,82.0
club,82.0
voted,82.0
co/qgnyfejxkk,82.0
air,82.0
police,82.0
rubbish,82.0
co/ujcgptfmpc,82.0
tip,81.0
unfortunately,81.0
basketball,81.0
calls,81.0
coronavirusoutbreak,81.0
across,81.0
schools,81.0
extensive,81.0
quarantined,81.0
issues,81.0
*,81.0
f,81.0
holidays,81.0
eyes,81.0
continues,81.0
@bryanbehar:,80.0
earth,80.0
gives,80.0
fre,80.0
boys,80.0
deadly,80.0
science,80.0
mad,80.0
saudi,80.0
dude,80.0
usa,80.0
@mstewart_23:,80.0
mum,80.0
masks,80.0
add,80.0
(r-ok),80.0
however,79.0
currently,79.0
woke,79.0
sound,79.0
county,79.0
date,79.0
action,79.0
contact,79.0
p,79.0
along,79.0
fell,79.0
bills,78.0
@dillonfrancis:,78.0
m,78.0
101,78.0
group,78.0
sense,78.0
@speakerpelosi,78.0
step,78.0
apply,78.0
hoax,78.0
beautiful,78.0
elegant,78.0
garden,78.0
conferences,78.0
israel,78.0
humans,78.0
speaking,78.0
office,78.0
closing,78.0
wake,77.0
phone,77.0
don,77.0
sale,77.0
sports,77.0
triggery,77.0
size,77.0
tal,77.0
trollin,77.0
@theheadking__:,77.0
himself,77.0
responsible,77.0
v,77.0
three,77.0
bout,77.0
focus,77.0
etc,76.0
italian,76.0
skills,76.0
busy,76.0
edition,76.0
what's,76.0
coronavirus:,76.0
thei,76.0
arabia,76.0
y,76.0
remain,76.0
loan,75.0
allow,75.0
@siya_dlaminii:,75.0
stuck,75.0
control,75.0
sing,75.0
crises,75.0
labs,75.0
university,75.0
ignorant,75.0
tonight,75.0
gym,75.0
somebody,75.0
page,75.0
minimal,75.0
proved,75.0
fr,75.0
act,75.0
updates,75.0
states,74.0
eat,74.0
fall,74.0
mfs,74.0
borders,74.0
international,74.0
crosses,74.0
feeling,74.0
attention,74.0
htt,74.0
fi,74.0
aside,74.0
deflect,74.0
bit,74.0
soap,74.0
finish,74.0
united,74.0
sis,73.0
"17100",73.0
potential,73.0
"13000",73.0
co/ax5offplnb,73.0
"bordercontrols:",73.0
disgusting,73.0
addressed,73.0
ended,73.0
catastrophic,73.0
"9100",73.0
),73.0
hero,73.0
@getthebagcoach:,73.0
"35000",73.0
caught,73.0
chill,73.0
africa,73.0
sir,73.0
germay,73.0
14,73.0
bury,72.0
idiot,72.0
cos,72.0
ceo,72.0
11:33,72.0
dance,72.0
fucked,72.0
wild,72.0
@b_hq:,72.0
mess,72.0
order,72.0
restored,72.0
bars,72.0
tv,72.0
report,72.0
elderly,72.0
@vijayabaskarofl:,71.0
buying,71.0
stoking,71.0
germany,71.0
distinctive,71.0
brain,71.0
ruined,71.0
'chinese',71.0
gratitude,71.0
overcrowded,71.0
boyfriends,71.0
lead,71.0
fascist,70.0
eagle-eyed,70.0
@blessmond__:,70.0
prettylittlewishes,70.0
wa,70.0
evil,70.0
front,70.0
@philiprucker:,70.0
intended,70.0
couldnt,70.0
co/dhjm2gq2mw,70.0
blessed,70.0
tweets,70.0
boss,70.0
lock,70.0
failures,70.0
church,70.0
@amee_townsend:,70.0
owners,69.0
wtf,69.0
@realthingulli:,69.0
langua,69.0
space,69.0
text,69.0
@marleematlin:,69.0
tho,69.0
basic,69.0
names,69.0
clearly,69.0
memory,69.0
@nbcnews:,69.0
viral,69.0
movie,69.0
clinic,69.0
co/khshfvtwon,69.0
effort,69.0
infect,69.0
list,69.0
reading,69.0
touching,68.0
@crisswaddle:,68.0
7am,68.0
boy,68.0
idk,68.0
tema,68.0
presidential,68.0
jokes,68.0
express,68.0
loadshedding,68.0
beyond,68.0
jonathan,68.0
minutes,68.0
@jacobinmag:,68.0
hemmer,68.0
final,67.0
safest,67.0
50,67.0
distance,67.0
contract,67.0
note,67.0
ahead,67.0
arent,67.0
pak,67.0
"17",67.0
overcome,67.0
island,66.0
@majorpoonia:,66.0
@inthematrixxx:,66.0
everywhere,66.0
"q",66.0
exposed,66.0
healthcare,66.0
lectern,66.0
@delltech,66.0
brother,66.0
smh,66.0
lack,66.0
@michaeldell:,66.0
cut,66.0
lizzo,66.0
leadership,66.0
covid2019,66.0
@vmware,66.0
value,66.0
untill,66.0
spanish,66.0
"q1133",66.0
bullshit,65.0
kobe,65.0
of),65.0
co/x26lkrqnno,65.0
infection,65.0
tweeting,65.0
haven't,65.0
originated,65.0
john,65.0
changed,65.0
matter,65.0
200,65.0
rise,65.0
poses,65.0
janatacurfew,65.0
room,65.0
@pftcommenter:,65.0
(especially,65.0
impact,64.0
